"F0","base_word","count_trial_logger","response","response_time","speaker","stop_type","subject_nr","time_experiment","word_choice0_eng","word_choice1_eng","subj_gender","subj_age","subj_region","group","stop_response","stop_response2","word_status"
7,"tomang",2,1,1249,"F1","td",45,2087,"domang","tomang","M",20,"GG","L","t","asp","len_word"
2,"tomang",3,1,4206,"F1","td",45,2087,"domang","tomang","M",20,"GG","L","t","asp","len_word"
4,"tomang",4,1,1895,"F1","td",45,2087,"domang","tomang","M",20,"GG","L","t","asp","len_word"
6,"tomang",5,1,828,"F1","td",45,2087,"domang","tomang","M",20,"GG","L","t","asp","len_word"
3,"domang",6,0,805,"F1","td",45,2087,"domang","tomang","M",20,"GG","L","d","len","len_word"
5,"tongmil",7,1,1238,"F1","td",45,2087,"dongmil","tongmil","M",20,"GG","L","t","asp","asp_word"
2,"dongmil",8,0,1005,"F1","td",45,2087,"dongmil","tongmil","M",20,"GG","L","d","len","asp_word"
3,"tomang",9,1,1083,"F1","td",45,2087,"domang","tomang","M",20,"GG","L","t","asp","len_word"
1,"tomang",10,1,1383,"F1","td",45,2087,"domang","tomang","M",20,"GG","L","t","asp","len_word"
5,"tomang",11,1,649,"F1","td",45,2087,"domang","tomang","M",20,"GG","L","t","asp","len_word"
4,"dongmil",12,0,1440,"F1","td",45,2087,"dongmil","tongmil","M",20,"GG","L","d","len","asp_word"
5,"tongmil",13,1,742,"F1","td",45,2087,"dongmil","tongmil","M",20,"GG","L","t","asp","asp_word"
4,"domang",14,0,972,"F1","td",45,2087,"domang","tomang","M",20,"GG","L","d","len","len_word"
3,"tongmil",15,1,1163,"F1","td",45,2087,"dongmil","tongmil","M",20,"GG","L","t","asp","asp_word"
3,"dongmil",16,0,823,"F1","td",45,2087,"dongmil","tongmil","M",20,"GG","L","d","len","asp_word"
2,"domang",17,0,1174,"F1","td",45,2087,"domang","tomang","M",20,"GG","L","d","len","len_word"
5,"tomang",18,1,621,"F1","td",45,2087,"domang","tomang","M",20,"GG","L","t","asp","len_word"
1,"tongmil",19,1,1049,"F1","td",45,2087,"dongmil","tongmil","M",20,"GG","L","t","asp","asp_word"
4,"tongmil",20,1,764,"F1","td",45,2087,"dongmil","tongmil","M",20,"GG","L","t","asp","asp_word"
4,"domang",21,0,844,"F1","td",45,2087,"domang","tomang","M",20,"GG","L","d","len","len_word"
1,"tongmil",22,1,970,"F1","td",45,2087,"dongmil","tongmil","M",20,"GG","L","t","asp","asp_word"
4,"dongmil",23,1,2322,"F1","td",45,2087,"dongmil","tongmil","M",20,"GG","L","t","asp","asp_word"
1,"dongmil",24,0,762,"F1","td",45,2087,"dongmil","tongmil","M",20,"GG","L","d","len","asp_word"
2,"domang",25,0,958,"F1","td",45,2087,"domang","tomang","M",20,"GG","L","d","len","len_word"
1,"tomang",26,1,1691,"F1","td",45,2087,"domang","tomang","M",20,"GG","L","t","asp","len_word"
4,"tomang",27,1,669,"F1","td",45,2087,"domang","tomang","M",20,"GG","L","t","asp","len_word"
6,"domang",28,1,847,"F1","td",45,2087,"domang","tomang","M",20,"GG","L","t","asp","len_word"
3,"dongmil",29,0,922,"F1","td",45,2087,"dongmil","tongmil","M",20,"GG","L","d","len","asp_word"
2,"tomang",30,1,994,"F1","td",45,2087,"domang","tomang","M",20,"GG","L","t","asp","len_word"
1,"dongmil",31,0,930,"F1","td",45,2087,"dongmil","tongmil","M",20,"GG","L","d","len","asp_word"
7,"domang",32,1,695,"F1","td",45,2087,"domang","tomang","M",20,"GG","L","t","asp","len_word"
6,"tongmil",33,1,712,"F1","td",45,2087,"dongmil","tongmil","M",20,"GG","L","t","asp","asp_word"
1,"domang",34,0,1638,"F1","td",45,2087,"domang","tomang","M",20,"GG","L","d","len","len_word"
4,"tongmil",35,1,622,"F1","td",45,2087,"dongmil","tongmil","M",20,"GG","L","t","asp","asp_word"
3,"tongmil",36,1,685,"F1","td",45,2087,"dongmil","tongmil","M",20,"GG","L","t","asp","asp_word"
7,"dongmil",37,1,744,"F1","td",45,2087,"dongmil","tongmil","M",20,"GG","L","t","asp","asp_word"
3,"domang",38,0,689,"F1","td",45,2087,"domang","tomang","M",20,"GG","L","d","len","len_word"
6,"domang",39,1,540,"F1","td",45,2087,"domang","tomang","M",20,"GG","L","t","asp","len_word"
7,"domang",40,1,677,"F1","td",45,2087,"domang","tomang","M",20,"GG","L","t","asp","len_word"
2,"tongmil",41,1,1256,"F1","td",45,2087,"dongmil","tongmil","M",20,"GG","L","t","asp","asp_word"
5,"dongmil",42,1,632,"F1","td",45,2087,"dongmil","tongmil","M",20,"GG","L","t","asp","asp_word"
5,"domang",43,1,629,"F1","td",45,2087,"domang","tomang","M",20,"GG","L","t","asp","len_word"
2,"tongmil",44,1,703,"F1","td",45,2087,"dongmil","tongmil","M",20,"GG","L","t","asp","asp_word"
5,"domang",45,1,568,"F1","td",45,2087,"domang","tomang","M",20,"GG","L","t","asp","len_word"
7,"tongmil",46,1,620,"F1","td",45,2087,"dongmil","tongmil","M",20,"GG","L","t","asp","asp_word"
2,"dongmil",47,1,809,"F1","td",45,2087,"dongmil","tongmil","M",20,"GG","L","t","asp","asp_word"
7,"dongmil",48,1,590,"F1","td",45,2087,"dongmil","tongmil","M",20,"GG","L","t","asp","asp_word"
3,"tomang",49,1,659,"F1","td",45,2087,"domang","tomang","M",20,"GG","L","t","asp","len_word"
6,"dongmil",50,1,543,"F1","td",45,2087,"dongmil","tongmil","M",20,"GG","L","t","asp","asp_word"
7,"tongmil",51,1,512,"F1","td",45,2087,"dongmil","tongmil","M",20,"GG","L","t","asp","asp_word"
6,"dongmil",52,1,554,"F1","td",45,2087,"dongmil","tongmil","M",20,"GG","L","t","asp","asp_word"
7,"tomang",53,1,614,"F1","td",45,2087,"domang","tomang","M",20,"GG","L","t","asp","len_word"
6,"tongmil",54,1,572,"F1","td",45,2087,"dongmil","tongmil","M",20,"GG","L","t","asp","asp_word"
1,"domang",55,0,542,"F1","td",45,2087,"domang","tomang","M",20,"GG","L","d","len","len_word"
6,"paneul",56,1,1038,"M1","pb",45,2087,"baneul","paneul","M",20,"GG","L","p","asp","len_word"
2,"baneul",57,0,819,"M1","pb",45,2087,"baneul","paneul","M",20,"GG","L","b","len","len_word"
7,"paneul",58,1,641,"M1","pb",45,2087,"baneul","paneul","M",20,"GG","L","p","asp","len_word"
4,"pama",59,1,702,"M1","pb",45,2087,"bama","pama","M",20,"GG","L","p","asp","asp_word"
5,"bama",60,1,1348,"M1","pb",45,2087,"bama","pama","M",20,"GG","L","p","asp","asp_word"
1,"bama",61,0,703,"M1","pb",45,2087,"bama","pama","M",20,"GG","L","b","len","asp_word"
7,"baneul",62,1,585,"M1","pb",45,2087,"baneul","paneul","M",20,"GG","L","p","asp","len_word"
3,"baneul",63,0,701,"M1","pb",45,2087,"baneul","paneul","M",20,"GG","L","b","len","len_word"
5,"paneul",64,1,1006,"M1","pb",45,2087,"baneul","paneul","M",20,"GG","L","p","asp","len_word"
7,"bama",65,1,1459,"M1","pb",45,2087,"bama","pama","M",20,"GG","L","p","asp","asp_word"
6,"bama",66,1,539,"M1","pb",45,2087,"bama","pama","M",20,"GG","L","p","asp","asp_word"
7,"pama",67,1,663,"M1","pb",45,2087,"bama","pama","M",20,"GG","L","p","asp","asp_word"
5,"bama",68,0,1736,"M1","pb",45,2087,"bama","pama","M",20,"GG","L","b","len","asp_word"
2,"bama",69,0,612,"M1","pb",45,2087,"bama","pama","M",20,"GG","L","b","len","asp_word"
7,"paneul",70,1,722,"M1","pb",45,2087,"baneul","paneul","M",20,"GG","L","p","asp","len_word"
4,"paneul",71,0,849,"M1","pb",45,2087,"baneul","paneul","M",20,"GG","L","b","len","len_word"
1,"paneul",72,0,739,"M1","pb",45,2087,"baneul","paneul","M",20,"GG","L","b","len","len_word"
6,"pama",73,1,684,"M1","pb",45,2087,"bama","pama","M",20,"GG","L","p","asp","asp_word"
7,"bama",74,1,1031,"M1","pb",45,2087,"bama","pama","M",20,"GG","L","p","asp","asp_word"
6,"bama",75,1,549,"M1","pb",45,2087,"bama","pama","M",20,"GG","L","p","asp","asp_word"
3,"paneul",76,0,693,"M1","pb",45,2087,"baneul","paneul","M",20,"GG","L","b","len","len_word"
7,"baneul",77,1,784,"M1","pb",45,2087,"baneul","paneul","M",20,"GG","L","p","asp","len_word"
4,"paneul",78,0,1097,"M1","pb",45,2087,"baneul","paneul","M",20,"GG","L","b","len","len_word"
7,"pama",79,1,546,"M1","pb",45,2087,"bama","pama","M",20,"GG","L","p","asp","asp_word"
1,"pama",80,0,626,"M1","pb",45,2087,"bama","pama","M",20,"GG","L","b","len","asp_word"
6,"baneul",81,1,577,"M1","pb",45,2087,"baneul","paneul","M",20,"GG","L","p","asp","len_word"
3,"bama",82,0,958,"M1","pb",45,2087,"bama","pama","M",20,"GG","L","b","len","asp_word"
6,"paneul",83,1,680,"M1","pb",45,2087,"baneul","paneul","M",20,"GG","L","p","asp","len_word"
6,"pama",84,1,611,"M1","pb",45,2087,"bama","pama","M",20,"GG","L","p","asp","asp_word"
3,"baneul",85,0,677,"M1","pb",45,2087,"baneul","paneul","M",20,"GG","L","b","len","len_word"
6,"baneul",86,1,897,"M1","pb",45,2087,"baneul","paneul","M",20,"GG","L","p","asp","len_word"
1,"pama",87,0,842,"M1","pb",45,2087,"bama","pama","M",20,"GG","L","b","len","asp_word"
5,"baneul",88,1,1386,"M1","pb",45,2087,"baneul","paneul","M",20,"GG","L","p","asp","len_word"
4,"bama",89,0,789,"M1","pb",45,2087,"bama","pama","M",20,"GG","L","b","len","asp_word"
3,"paneul",90,0,784,"M1","pb",45,2087,"baneul","paneul","M",20,"GG","L","b","len","len_word"
4,"baneul",91,0,683,"M1","pb",45,2087,"baneul","paneul","M",20,"GG","L","b","len","len_word"
2,"paneul",92,0,463,"M1","pb",45,2087,"baneul","paneul","M",20,"GG","L","b","len","len_word"
1,"baneul",93,0,621,"M1","pb",45,2087,"baneul","paneul","M",20,"GG","L","b","len","len_word"
4,"baneul",94,0,1695,"M1","pb",45,2087,"baneul","paneul","M",20,"GG","L","b","len","len_word"
5,"pama",95,1,594,"M1","pb",45,2087,"bama","pama","M",20,"GG","L","p","asp","asp_word"
1,"baneul",96,0,625,"M1","pb",45,2087,"baneul","paneul","M",20,"GG","L","b","len","len_word"
5,"paneul",97,1,611,"M1","pb",45,2087,"baneul","paneul","M",20,"GG","L","p","asp","len_word"
2,"pama",98,1,993,"M1","pb",45,2087,"bama","pama","M",20,"GG","L","p","asp","asp_word"
2,"pama",99,0,919,"M1","pb",45,2087,"bama","pama","M",20,"GG","L","b","len","asp_word"
1,"paneul",100,0,704,"M1","pb",45,2087,"baneul","paneul","M",20,"GG","L","b","len","len_word"
5,"baneul",101,1,811,"M1","pb",45,2087,"baneul","paneul","M",20,"GG","L","p","asp","len_word"
2,"paneul",102,0,664,"M1","pb",45,2087,"baneul","paneul","M",20,"GG","L","b","len","len_word"
5,"pama",103,1,559,"M1","pb",45,2087,"bama","pama","M",20,"GG","L","p","asp","asp_word"
4,"pama",104,1,1144,"M1","pb",45,2087,"bama","pama","M",20,"GG","L","p","asp","asp_word"
3,"pama",105,0,887,"M1","pb",45,2087,"bama","pama","M",20,"GG","L","b","len","asp_word"
2,"baneul",106,0,674,"M1","pb",45,2087,"baneul","paneul","M",20,"GG","L","b","len","len_word"
1,"bama",107,0,761,"M1","pb",45,2087,"bama","pama","M",20,"GG","L","b","len","asp_word"
3,"bama",108,0,909,"M1","pb",45,2087,"bama","pama","M",20,"GG","L","b","len","asp_word"
2,"bama",109,0,693,"M1","pb",45,2087,"bama","pama","M",20,"GG","L","b","len","asp_word"
4,"bama",110,1,844,"M1","pb",45,2087,"bama","pama","M",20,"GG","L","p","asp","asp_word"
3,"pama",111,1,1346,"M1","pb",45,2087,"bama","pama","M",20,"GG","L","p","asp","asp_word"
2,"tomang",0,1,1071,"F1","td",1,7488,"tomang","domang","F",20,"SE","E","d","len","len_word"
1,"domang",1,1,1110,"F1","td",1,7488,"tomang","domang","F",20,"SE","E","d","len","len_word"
7,"tongmil",2,0,1274,"F1","td",1,7488,"tongmil","dongmil","F",20,"SE","E","t","asp","asp_word"
5,"domang",3,1,1244,"F1","td",1,7488,"tomang","domang","F",20,"SE","E","d","len","len_word"
5,"tomang",4,0,1231,"F1","td",1,7488,"tomang","domang","F",20,"SE","E","t","asp","len_word"
3,"tongmil",5,1,1397,"F1","td",1,7488,"tongmil","dongmil","F",20,"SE","E","d","len","asp_word"
3,"dongmil",6,1,1010,"F1","td",1,7488,"tongmil","dongmil","F",20,"SE","E","d","len","asp_word"
3,"tomang",7,1,1034,"F1","td",1,7488,"tomang","domang","F",20,"SE","E","d","len","len_word"
6,"tongmil",8,0,1124,"F1","td",1,7488,"tongmil","dongmil","F",20,"SE","E","t","asp","asp_word"
4,"domang",9,1,1021,"F1","td",1,7488,"tomang","domang","F",20,"SE","E","d","len","len_word"
1,"tongmil",10,1,1190,"F1","td",1,7488,"tongmil","dongmil","F",20,"SE","E","d","len","asp_word"
2,"domang",11,1,861,"F1","td",1,7488,"tomang","domang","F",20,"SE","E","d","len","len_word"
1,"tomang",12,1,817,"F1","td",1,7488,"tomang","domang","F",20,"SE","E","d","len","len_word"
2,"tongmil",13,1,1764,"F1","td",1,7488,"tongmil","dongmil","F",20,"SE","E","d","len","asp_word"
4,"tomang",14,0,1073,"F1","td",1,7488,"tomang","domang","F",20,"SE","E","t","asp","len_word"
5,"domang",15,1,1614,"F1","td",1,7488,"tomang","domang","F",20,"SE","E","d","len","len_word"
6,"dongmil",16,0,1095,"F1","td",1,7488,"tongmil","dongmil","F",20,"SE","E","t","asp","asp_word"
2,"dongmil",17,1,1039,"F1","td",1,7488,"tongmil","dongmil","F",20,"SE","E","d","len","asp_word"
2,"dongmil",18,1,903,"F1","td",1,7488,"tongmil","dongmil","F",20,"SE","E","d","len","asp_word"
7,"domang",19,0,923,"F1","td",1,7488,"tomang","domang","F",20,"SE","E","t","asp","len_word"
1,"domang",20,1,822,"F1","td",1,7488,"tomang","domang","F",20,"SE","E","d","len","len_word"
7,"dongmil",21,0,1242,"F1","td",1,7488,"tongmil","dongmil","F",20,"SE","E","t","asp","asp_word"
5,"tongmil",22,0,1143,"F1","td",1,7488,"tongmil","dongmil","F",20,"SE","E","t","asp","asp_word"
7,"dongmil",23,0,1047,"F1","td",1,7488,"tongmil","dongmil","F",20,"SE","E","t","asp","asp_word"
6,"tongmil",24,0,996,"F1","td",1,7488,"tongmil","dongmil","F",20,"SE","E","t","asp","asp_word"
6,"domang",25,1,2988,"F1","td",1,7488,"tomang","domang","F",20,"SE","E","d","len","len_word"
7,"tomang",26,0,919,"F1","td",1,7488,"tomang","domang","F",20,"SE","E","t","asp","len_word"
6,"domang",27,1,932,"F1","td",1,7488,"tomang","domang","F",20,"SE","E","d","len","len_word"
7,"tongmil",28,0,1046,"F1","td",1,7488,"tongmil","dongmil","F",20,"SE","E","t","asp","asp_word"
5,"tongmil",29,0,1098,"F1","td",1,7488,"tongmil","dongmil","F",20,"SE","E","t","asp","asp_word"
3,"domang",30,1,890,"F1","td",1,7488,"tomang","domang","F",20,"SE","E","d","len","len_word"
7,"domang",31,0,841,"F1","td",1,7488,"tomang","domang","F",20,"SE","E","t","asp","len_word"
1,"tomang",32,1,920,"F1","td",1,7488,"tomang","domang","F",20,"SE","E","d","len","len_word"
4,"domang",33,1,982,"F1","td",1,7488,"tomang","domang","F",20,"SE","E","d","len","len_word"
1,"dongmil",34,1,967,"F1","td",1,7488,"tongmil","dongmil","F",20,"SE","E","d","len","asp_word"
1,"dongmil",35,1,835,"F1","td",1,7488,"tongmil","dongmil","F",20,"SE","E","d","len","asp_word"
2,"tomang",36,1,961,"F1","td",1,7488,"tomang","domang","F",20,"SE","E","d","len","len_word"
7,"tomang",37,0,821,"F1","td",1,7488,"tomang","domang","F",20,"SE","E","t","asp","len_word"
3,"tomang",38,1,908,"F1","td",1,7488,"tomang","domang","F",20,"SE","E","d","len","len_word"
6,"dongmil",39,0,989,"F1","td",1,7488,"tongmil","dongmil","F",20,"SE","E","t","asp","asp_word"
6,"tomang",40,0,1141,"F1","td",1,7488,"tomang","domang","F",20,"SE","E","t","asp","len_word"
4,"tongmil",41,0,1193,"F1","td",1,7488,"tongmil","dongmil","F",20,"SE","E","t","asp","asp_word"
4,"tomang",42,0,1490,"F1","td",1,7488,"tomang","domang","F",20,"SE","E","t","asp","len_word"
5,"dongmil",43,1,1206,"F1","td",1,7488,"tongmil","dongmil","F",20,"SE","E","d","len","asp_word"
2,"domang",44,1,848,"F1","td",1,7488,"tomang","domang","F",20,"SE","E","d","len","len_word"
2,"tongmil",45,1,990,"F1","td",1,7488,"tongmil","dongmil","F",20,"SE","E","d","len","asp_word"
4,"tongmil",46,0,1061,"F1","td",1,7488,"tongmil","dongmil","F",20,"SE","E","t","asp","asp_word"
3,"dongmil",47,1,946,"F1","td",1,7488,"tongmil","dongmil","F",20,"SE","E","d","len","asp_word"
3,"domang",48,1,870,"F1","td",1,7488,"tomang","domang","F",20,"SE","E","d","len","len_word"
5,"dongmil",49,0,1091,"F1","td",1,7488,"tongmil","dongmil","F",20,"SE","E","t","asp","asp_word"
3,"tongmil",50,0,2500,"F1","td",1,7488,"tongmil","dongmil","F",20,"SE","E","t","asp","asp_word"
5,"tomang",51,0,1023,"F1","td",1,7488,"tomang","domang","F",20,"SE","E","t","asp","len_word"
4,"dongmil",52,1,977,"F1","td",1,7488,"tongmil","dongmil","F",20,"SE","E","d","len","asp_word"
4,"dongmil",53,1,920,"F1","td",1,7488,"tongmil","dongmil","F",20,"SE","E","d","len","asp_word"
6,"tomang",54,0,979,"F1","td",1,7488,"tomang","domang","F",20,"SE","E","t","asp","len_word"
1,"tongmil",55,1,1033,"F1","td",1,7488,"tongmil","dongmil","F",20,"SE","E","d","len","asp_word"
5,"bama",56,1,1012,"M1","pb",1,7488,"pama","bama","F",20,"SE","E","b","len","asp_word"
5,"baneul",57,1,912,"M1","pb",1,7488,"paneul","baneul","F",20,"SE","E","b","len","len_word"
5,"paneul",58,1,1022,"M1","pb",1,7488,"paneul","baneul","F",20,"SE","E","b","len","len_word"
1,"bama",59,1,994,"M1","pb",1,7488,"pama","bama","F",20,"SE","E","b","len","asp_word"
1,"pama",60,1,770,"M1","pb",1,7488,"pama","bama","F",20,"SE","E","b","len","asp_word"
2,"bama",61,1,710,"M1","pb",1,7488,"pama","bama","F",20,"SE","E","b","len","asp_word"
7,"bama",62,0,1003,"M1","pb",1,7488,"pama","bama","F",20,"SE","E","p","asp","asp_word"
7,"paneul",63,0,1199,"M1","pb",1,7488,"paneul","baneul","F",20,"SE","E","p","asp","len_word"
2,"baneul",64,1,765,"M1","pb",1,7488,"paneul","baneul","F",20,"SE","E","b","len","len_word"
4,"paneul",65,1,1241,"M1","pb",1,7488,"paneul","baneul","F",20,"SE","E","b","len","len_word"
6,"paneul",66,0,1180,"M1","pb",1,7488,"paneul","baneul","F",20,"SE","E","p","asp","len_word"
5,"paneul",67,1,891,"M1","pb",1,7488,"paneul","baneul","F",20,"SE","E","b","len","len_word"
3,"paneul",68,1,957,"M1","pb",1,7488,"paneul","baneul","F",20,"SE","E","b","len","len_word"
3,"pama",69,0,1016,"M1","pb",1,7488,"pama","bama","F",20,"SE","E","p","asp","asp_word"
3,"paneul",70,1,1167,"M1","pb",1,7488,"paneul","baneul","F",20,"SE","E","b","len","len_word"
5,"bama",71,0,1441,"M1","pb",1,7488,"pama","bama","F",20,"SE","E","p","asp","asp_word"
6,"bama",72,0,1111,"M1","pb",1,7488,"pama","bama","F",20,"SE","E","p","asp","asp_word"
1,"pama",73,1,885,"M1","pb",1,7488,"pama","bama","F",20,"SE","E","b","len","asp_word"
1,"baneul",74,1,842,"M1","pb",1,7488,"paneul","baneul","F",20,"SE","E","b","len","len_word"
6,"bama",75,0,1007,"M1","pb",1,7488,"pama","bama","F",20,"SE","E","p","asp","asp_word"
7,"bama",76,0,999,"M1","pb",1,7488,"pama","bama","F",20,"SE","E","p","asp","asp_word"
3,"bama",77,1,793,"M1","pb",1,7488,"pama","bama","F",20,"SE","E","b","len","asp_word"
2,"paneul",78,1,711,"M1","pb",1,7488,"paneul","baneul","F",20,"SE","E","b","len","len_word"
7,"baneul",79,0,1228,"M1","pb",1,7488,"paneul","baneul","F",20,"SE","E","p","asp","len_word"
6,"pama",80,0,1258,"M1","pb",1,7488,"pama","bama","F",20,"SE","E","p","asp","asp_word"
6,"baneul",81,1,862,"M1","pb",1,7488,"paneul","baneul","F",20,"SE","E","b","len","len_word"
4,"bama",82,1,1116,"M1","pb",1,7488,"pama","bama","F",20,"SE","E","b","len","asp_word"
3,"baneul",83,1,685,"M1","pb",1,7488,"paneul","baneul","F",20,"SE","E","b","len","len_word"
4,"baneul",84,1,801,"M1","pb",1,7488,"paneul","baneul","F",20,"SE","E","b","len","len_word"
1,"paneul",85,1,1346,"M1","pb",1,7488,"paneul","baneul","F",20,"SE","E","b","len","len_word"
2,"bama",86,1,887,"M1","pb",1,7488,"pama","bama","F",20,"SE","E","b","len","asp_word"
4,"paneul",87,1,1756,"M1","pb",1,7488,"paneul","baneul","F",20,"SE","E","b","len","len_word"
6,"baneul",88,1,1125,"M1","pb",1,7488,"paneul","baneul","F",20,"SE","E","b","len","len_word"
4,"pama",89,0,1264,"M1","pb",1,7488,"pama","bama","F",20,"SE","E","p","asp","asp_word"
7,"pama",90,0,1222,"M1","pb",1,7488,"pama","bama","F",20,"SE","E","p","asp","asp_word"
1,"baneul",91,1,771,"M1","pb",1,7488,"paneul","baneul","F",20,"SE","E","b","len","len_word"
4,"bama",92,1,1019,"M1","pb",1,7488,"pama","bama","F",20,"SE","E","b","len","asp_word"
6,"pama",93,0,947,"M1","pb",1,7488,"pama","bama","F",20,"SE","E","p","asp","asp_word"
7,"paneul",94,0,1268,"M1","pb",1,7488,"paneul","baneul","F",20,"SE","E","p","asp","len_word"
3,"bama",95,1,816,"M1","pb",1,7488,"pama","bama","F",20,"SE","E","b","len","asp_word"
1,"paneul",96,1,957,"M1","pb",1,7488,"paneul","baneul","F",20,"SE","E","b","len","len_word"
2,"pama",97,1,2455,"M1","pb",1,7488,"pama","bama","F",20,"SE","E","b","len","asp_word"
2,"baneul",98,1,868,"M1","pb",1,7488,"paneul","baneul","F",20,"SE","E","b","len","len_word"
5,"pama",99,0,1030,"M1","pb",1,7488,"pama","bama","F",20,"SE","E","p","asp","asp_word"
2,"pama",100,1,819,"M1","pb",1,7488,"pama","bama","F",20,"SE","E","b","len","asp_word"
3,"pama",101,0,1284,"M1","pb",1,7488,"pama","bama","F",20,"SE","E","p","asp","asp_word"
5,"pama",102,0,1283,"M1","pb",1,7488,"pama","bama","F",20,"SE","E","p","asp","asp_word"
7,"pama",103,0,1004,"M1","pb",1,7488,"pama","bama","F",20,"SE","E","p","asp","asp_word"
2,"paneul",104,1,714,"M1","pb",1,7488,"paneul","baneul","F",20,"SE","E","b","len","len_word"
3,"baneul",105,1,670,"M1","pb",1,7488,"paneul","baneul","F",20,"SE","E","b","len","len_word"
7,"baneul",106,1,1778,"M1","pb",1,7488,"paneul","baneul","F",20,"SE","E","b","len","len_word"
4,"pama",107,0,1259,"M1","pb",1,7488,"pama","bama","F",20,"SE","E","p","asp","asp_word"
5,"baneul",108,1,922,"M1","pb",1,7488,"paneul","baneul","F",20,"SE","E","b","len","len_word"
4,"baneul",109,1,668,"M1","pb",1,7488,"paneul","baneul","F",20,"SE","E","b","len","len_word"
6,"paneul",110,0,1092,"M1","pb",1,7488,"paneul","baneul","F",20,"SE","E","p","asp","len_word"
1,"bama",111,1,791,"M1","pb",1,7488,"pama","bama","F",20,"SE","E","b","len","asp_word"
3,"tongmil",0,0,2206,"F1","td",2,5975,"tongmil","dongmil","M",20,"SE","E","t","asp","asp_word"
4,"tongmil",1,0,1228,"F1","td",2,5975,"tongmil","dongmil","M",20,"SE","E","t","asp","asp_word"
5,"domang",2,0,1685,"F1","td",2,5975,"tomang","domang","M",20,"SE","E","t","asp","len_word"
3,"tomang",3,1,800,"F1","td",2,5975,"tomang","domang","M",20,"SE","E","d","len","len_word"
2,"domang",4,1,962,"F1","td",2,5975,"tomang","domang","M",20,"SE","E","d","len","len_word"
1,"domang",5,1,902,"F1","td",2,5975,"tomang","domang","M",20,"SE","E","d","len","len_word"
4,"domang",6,0,1172,"F1","td",2,5975,"tomang","domang","M",20,"SE","E","t","asp","len_word"
2,"tomang",7,1,851,"F1","td",2,5975,"tomang","domang","M",20,"SE","E","d","len","len_word"
7,"dongmil",8,0,1517,"F1","td",2,5975,"tongmil","dongmil","M",20,"SE","E","t","asp","asp_word"
5,"tongmil",9,0,934,"F1","td",2,5975,"tongmil","dongmil","M",20,"SE","E","t","asp","asp_word"
5,"dongmil",10,0,1149,"F1","td",2,5975,"tongmil","dongmil","M",20,"SE","E","t","asp","asp_word"
1,"tongmil",11,1,827,"F1","td",2,5975,"tongmil","dongmil","M",20,"SE","E","d","len","asp_word"
6,"domang",12,1,1677,"F1","td",2,5975,"tomang","domang","M",20,"SE","E","d","len","len_word"
2,"dongmil",13,1,1758,"F1","td",2,5975,"tongmil","dongmil","M",20,"SE","E","d","len","asp_word"
4,"domang",14,0,1116,"F1","td",2,5975,"tomang","domang","M",20,"SE","E","t","asp","len_word"
5,"tomang",15,0,1235,"F1","td",2,5975,"tomang","domang","M",20,"SE","E","t","asp","len_word"
5,"tongmil",16,0,1240,"F1","td",2,5975,"tongmil","dongmil","M",20,"SE","E","t","asp","asp_word"
3,"dongmil",17,1,967,"F1","td",2,5975,"tongmil","dongmil","M",20,"SE","E","d","len","asp_word"
2,"domang",18,1,992,"F1","td",2,5975,"tomang","domang","M",20,"SE","E","d","len","len_word"
4,"tongmil",19,0,817,"F1","td",2,5975,"tongmil","dongmil","M",20,"SE","E","t","asp","asp_word"
7,"tomang",20,0,877,"F1","td",2,5975,"tomang","domang","M",20,"SE","E","t","asp","len_word"
1,"tomang",21,1,612,"F1","td",2,5975,"tomang","domang","M",20,"SE","E","d","len","len_word"
3,"dongmil",22,1,774,"F1","td",2,5975,"tongmil","dongmil","M",20,"SE","E","d","len","asp_word"
3,"domang",23,1,709,"F1","td",2,5975,"tomang","domang","M",20,"SE","E","d","len","len_word"
4,"tomang",24,0,907,"F1","td",2,5975,"tomang","domang","M",20,"SE","E","t","asp","len_word"
6,"domang",25,0,1214,"F1","td",2,5975,"tomang","domang","M",20,"SE","E","t","asp","len_word"
1,"dongmil",26,1,801,"F1","td",2,5975,"tongmil","dongmil","M",20,"SE","E","d","len","asp_word"
2,"tomang",27,1,629,"F1","td",2,5975,"tomang","domang","M",20,"SE","E","d","len","len_word"
6,"dongmil",28,0,813,"F1","td",2,5975,"tongmil","dongmil","M",20,"SE","E","t","asp","asp_word"
3,"domang",29,1,705,"F1","td",2,5975,"tomang","domang","M",20,"SE","E","d","len","len_word"
7,"tomang",30,0,1412,"F1","td",2,5975,"tomang","domang","M",20,"SE","E","t","asp","len_word"
1,"tongmil",31,1,657,"F1","td",2,5975,"tongmil","dongmil","M",20,"SE","E","d","len","asp_word"
3,"tongmil",32,0,1011,"F1","td",2,5975,"tongmil","dongmil","M",20,"SE","E","t","asp","asp_word"
4,"tomang",33,0,881,"F1","td",2,5975,"tomang","domang","M",20,"SE","E","t","asp","len_word"
6,"tomang",34,0,739,"F1","td",2,5975,"tomang","domang","M",20,"SE","E","t","asp","len_word"
6,"tomang",35,0,754,"F1","td",2,5975,"tomang","domang","M",20,"SE","E","t","asp","len_word"
7,"domang",36,1,1551,"F1","td",2,5975,"tomang","domang","M",20,"SE","E","d","len","len_word"
